TXNAME	GENEID
Sevir.3G153700.1.v2.1	Sevir.3G153700
Sevir.3G153700.3.v2.1	Sevir.3G153700
Sevir.3G153800.1.v2.1	Sevir.3G153800
Sevir.3G153900.1.v2.1	Sevir.3G153900
Sevir.3G154000.1.v2.1	Sevir.3G154000
Sevir.3G154200.1.v2.1	Sevir.3G154200
Sevir.3G154400.2.v2.1	Sevir.3G154400
Sevir.3G154500.1.v2.1	Sevir.3G154500
Sevir.3G154600.1.v2.1	Sevir.3G154600
Sevir.3G154700.1.v2.1	Sevir.3G154700
Sevir.3G154700.2.v2.1	Sevir.3G154700
Sevir.3G154700.3.v2.1	Sevir.3G154700
Sevir.3G154800.1.v2.1	Sevir.3G154800
Sevir.3G154800.2.v2.1	Sevir.3G154800
Sevir.3G154800.3.v2.1	Sevir.3G154800
Sevir.3G154900.1.v2.1	Sevir.3G154900
Sevir.3G154900.2.v2.1	Sevir.3G154900
Sevir.3G155000.1.v2.1	Sevir.3G155000
Sevir.3G155100.1.v2.1	Sevir.3G155100
Sevir.3G155200.1.v2.1	Sevir.3G155200
Sevir.3G155300.1.v2.1	Sevir.3G155300
Sevir.3G155333.1.v2.1	Sevir.3G155333
Sevir.3G155366.1.v2.1	Sevir.3G155366
Sevir.3G155400.1.v2.1	Sevir.3G155400
Sevir.3G155500.1.v2.1	Sevir.3G155500
Sevir.3G155600.2.v2.1	Sevir.3G155600
Sevir.3G155700.1.v2.1	Sevir.3G155700
Sevir.3G155800.1.v2.1	Sevir.3G155800
Sevir.3G155900.1.v2.1	Sevir.3G155900
Sevir.3G156000.1.v2.1	Sevir.3G156000
Sevir.3G156100.1.v2.1	Sevir.3G156100
Sevir.3G156201.1.v2.1	Sevir.3G156201
Sevir.3G156300.1.v2.1	Sevir.3G156300
Sevir.3G156400.1.v2.1	Sevir.3G156400
Sevir.3G156500.1.v2.1	Sevir.3G156500
Sevir.3G156600.1.v2.1	Sevir.3G156600
Sevir.3G156625.1.v2.1	Sevir.3G156625
Sevir.3G156650.1.v2.1	Sevir.3G156650
Sevir.3G156675.1.v2.1	Sevir.3G156675
Sevir.3G156700.1.v2.1	Sevir.3G156700
Sevir.3G156800.1.v2.1	Sevir.3G156800
Sevir.3G156901.1.v2.1	Sevir.3G156901
Sevir.3G157000.1.v2.1	Sevir.3G157000
Sevir.3G157000.2.v2.1	Sevir.3G157000
Sevir.3G157000.3.v2.1	Sevir.3G157000
Sevir.3G157100.1.v2.1	Sevir.3G157100
Sevir.3G157200.2.v2.1	Sevir.3G157200
Sevir.3G157300.1.v2.1	Sevir.3G157300
Sevir.3G157300.2.v2.1	Sevir.3G157300
Sevir.3G157401.1.v2.1	Sevir.3G157401
Sevir.3G157500.1.v2.1	Sevir.3G157500
Sevir.3G157500.3.v2.1	Sevir.3G157500
Sevir.3G157600.1.v2.1	Sevir.3G157600
Sevir.3G157700.2.v2.1	Sevir.3G157700
Sevir.3G157800.1.v2.1	Sevir.3G157800
Sevir.3G157900.1.v2.1	Sevir.3G157900
Sevir.3G157900.2.v2.1	Sevir.3G157900
Sevir.3G158000.1.v2.1	Sevir.3G158000
Sevir.3G158100.2.v2.1	Sevir.3G158100
Sevir.3G158200.1.v2.1	Sevir.3G158200
Sevir.3G158300.1.v2.1	Sevir.3G158300
Sevir.3G158300.2.v2.1	Sevir.3G158300
Sevir.3G158400.2.v2.1	Sevir.3G158400
Sevir.3G158500.1.v2.1	Sevir.3G158500
Sevir.3G158600.1.v2.1	Sevir.3G158600
Sevir.3G158650.1.v2.1	Sevir.3G158650
Sevir.3G158700.1.v2.1	Sevir.3G158700
Sevir.3G158700.2.v2.1	Sevir.3G158700
Sevir.3G158700.3.v2.1	Sevir.3G158700
Sevir.3G158800.1.v2.1	Sevir.3G158800
Sevir.3G158833.1.v2.1	Sevir.3G158833
Sevir.3G158866.1.v2.1	Sevir.3G158866
Sevir.3G158900.2.v2.1	Sevir.3G158900
Sevir.3G159000.1.v2.1	Sevir.3G159000
Sevir.3G159100.1.v2.1	Sevir.3G159100
Sevir.3G159200.1.v2.1	Sevir.3G159200
Sevir.3G159300.1.v2.1	Sevir.3G159300
Sevir.3G159366.1.v2.1	Sevir.3G159366
Sevir.3G159432.1.v2.1	Sevir.3G159432
Sevir.3G159500.1.v2.1	Sevir.3G159500
Sevir.3G159500.10.v2.1	Sevir.3G159500
Sevir.3G159500.2.v2.1	Sevir.3G159500
Sevir.3G159500.3.v2.1	Sevir.3G159500
Sevir.3G159500.4.v2.1	Sevir.3G159500
Sevir.3G159500.7.v2.1	Sevir.3G159500
Sevir.3G159500.8.v2.1	Sevir.3G159500
Sevir.3G159500.9.v2.1	Sevir.3G159500
Sevir.3G159600.1.v2.1	Sevir.3G159600
Sevir.3G159700.1.v2.1	Sevir.3G159700
Sevir.3G159800.1.v2.1	Sevir.3G159800
Sevir.3G159800.2.v2.1	Sevir.3G159800
Sevir.3G159900.1.v2.1	Sevir.3G159900
Sevir.3G159900.2.v2.1	Sevir.3G159900
Sevir.3G159900.3.v2.1	Sevir.3G159900
Sevir.3G160000.1.v2.1	Sevir.3G160000
Sevir.3G160100.1.v2.1	Sevir.3G160100
Sevir.3G160200.1.v2.1	Sevir.3G160200
Sevir.3G160200.2.v2.1	Sevir.3G160200
Sevir.3G160300.1.v2.1	Sevir.3G160300
Sevir.3G160400.1.v2.1	Sevir.3G160400
Sevir.3G160500.1.v2.1	Sevir.3G160500
Sevir.3G160600.1.v2.1	Sevir.3G160600
Sevir.3G160700.1.v2.1	Sevir.3G160700
Sevir.3G160800.1.v2.1	Sevir.3G160800
Sevir.3G160900.1.v2.1	Sevir.3G160900
Sevir.3G161000.1.v2.1	Sevir.3G161000
Sevir.3G161000.2.v2.1	Sevir.3G161000
Sevir.3G161100.1.v2.1	Sevir.3G161100
Sevir.3G161200.1.v2.1	Sevir.3G161200
Sevir.3G161300.1.v2.1	Sevir.3G161300
Sevir.3G161300.2.v2.1	Sevir.3G161300
Sevir.3G161400.2.v2.1	Sevir.3G161400
Sevir.3G161400.3.v2.1	Sevir.3G161400
Sevir.3G161400.4.v2.1	Sevir.3G161400
Sevir.3G161400.5.v2.1	Sevir.3G161400
Sevir.3G161400.6.v2.1	Sevir.3G161400
Sevir.3G161400.7.v2.1	Sevir.3G161400
Sevir.3G161400.8.v2.1	Sevir.3G161400
Sevir.3G161500.1.v2.1	Sevir.3G161500
Sevir.3G161600.1.v2.1	Sevir.3G161600
Sevir.3G161700.1.v2.1	Sevir.3G161700
Sevir.3G161700.2.v2.1	Sevir.3G161700
Sevir.3G161800.1.v2.1	Sevir.3G161800
Sevir.3G161900.1.v2.1	Sevir.3G161900
Sevir.3G162000.1.v2.1	Sevir.3G162000
Sevir.3G162000.2.v2.1	Sevir.3G162000
Sevir.3G162000.5.v2.1	Sevir.3G162000
Sevir.3G162000.6.v2.1	Sevir.3G162000
Sevir.3G162100.1.v2.1	Sevir.3G162100
Sevir.3G162200.1.v2.1	Sevir.3G162200
Sevir.3G162300.1.v2.1	Sevir.3G162300
Sevir.3G162366.1.v2.1	Sevir.3G162366
Sevir.3G162432.1.v2.1	Sevir.3G162432
Sevir.3G162500.1.v2.1	Sevir.3G162500
Sevir.3G162600.1.v2.1	Sevir.3G162600
Sevir.3G162700.1.v2.1	Sevir.3G162700
Sevir.3G162800.1.v2.1	Sevir.3G162800
Sevir.3G162900.1.v2.1	Sevir.3G162900
Sevir.3G163000.1.v2.1	Sevir.3G163000
Sevir.3G163100.1.v2.1	Sevir.3G163100
Sevir.3G163160.1.v2.1	Sevir.3G163160
Sevir.3G163220.1.v2.1	Sevir.3G163220
Sevir.3G163280.1.v2.1	Sevir.3G163280
Sevir.3G163340.1.v2.1	Sevir.3G163340
Sevir.3G163400.1.v2.1	Sevir.3G163400
Sevir.3G163501.1.v2.1	Sevir.3G163501
Sevir.3G163501.2.v2.1	Sevir.3G163501
Sevir.3G163501.3.v2.1	Sevir.3G163501
Sevir.3G163501.4.v2.1	Sevir.3G163501
Sevir.3G163600.1.v2.1	Sevir.3G163600
Sevir.3G163700.1.v2.1	Sevir.3G163700
Sevir.3G163800.1.v2.1	Sevir.3G163800
Sevir.3G163900.1.v2.1	Sevir.3G163900
Sevir.3G164000.1.v2.1	Sevir.3G164000
Sevir.3G164050.1.v2.1	Sevir.3G164050
Sevir.3G164100.1.v2.1	Sevir.3G164100
Sevir.3G164200.1.v2.1	Sevir.3G164200
Sevir.3G164300.1.v2.1	Sevir.3G164300
Sevir.3G164400.1.v2.1	Sevir.3G164400
Sevir.3G164500.1.v2.1	Sevir.3G164500
Sevir.3G164500.2.v2.1	Sevir.3G164500
Sevir.3G164600.1.v2.1	Sevir.3G164600
Sevir.3G164700.1.v2.1	Sevir.3G164700
Sevir.3G164800.1.v2.1	Sevir.3G164800
Sevir.3G164900.1.v2.1	Sevir.3G164900
Sevir.3G165000.1.v2.1	Sevir.3G165000
Sevir.3G165100.1.v2.1	Sevir.3G165100
Sevir.3G165200.1.v2.1	Sevir.3G165200
Sevir.3G165300.1.v2.1	Sevir.3G165300
Sevir.3G165400.1.v2.1	Sevir.3G165400
Sevir.3G165500.1.v2.1	Sevir.3G165500
Sevir.3G165600.1.v2.1	Sevir.3G165600
Sevir.3G165700.1.v2.1	Sevir.3G165700
Sevir.3G165733.1.v2.1	Sevir.3G165733
Sevir.3G165766.1.v2.1	Sevir.3G165766
Sevir.3G165800.1.v2.1	Sevir.3G165800
Sevir.3G165900.1.v2.1	Sevir.3G165900
Sevir.3G166000.1.v2.1	Sevir.3G166000
Sevir.3G166100.1.v2.1	Sevir.3G166100
Sevir.3G166150.1.v2.1	Sevir.3G166150
Sevir.3G166200.1.v2.1	Sevir.3G166200
Sevir.3G166300.1.v2.1	Sevir.3G166300
Sevir.3G166350.1.v2.1	Sevir.3G166350
Sevir.3G166400.1.v2.1	Sevir.3G166400
Sevir.3G166500.1.v2.1	Sevir.3G166500
Sevir.3G166600.1.v2.1	Sevir.3G166600
Sevir.3G166700.1.v2.1	Sevir.3G166700
Sevir.3G166800.1.v2.1	Sevir.3G166800
Sevir.3G166900.1.v2.1	Sevir.3G166900
Sevir.3G167000.1.v2.1	Sevir.3G167000
Sevir.3G167100.1.v2.1	Sevir.3G167100
Sevir.3G167200.2.v2.1	Sevir.3G167200
Sevir.3G167200.4.v2.1	Sevir.3G167200
Sevir.3G167300.1.v2.1	Sevir.3G167300
Sevir.3G167300.2.v2.1	Sevir.3G167300
Sevir.3G167400.1.v2.1	Sevir.3G167400
Sevir.3G167500.1.v2.1	Sevir.3G167500
Sevir.3G167500.2.v2.1	Sevir.3G167500
Sevir.3G167500.3.v2.1	Sevir.3G167500
Sevir.3G167600.1.v2.1	Sevir.3G167600
Sevir.3G167700.1.v2.1	Sevir.3G167700
Sevir.3G167700.3.v2.1	Sevir.3G167700
Sevir.3G167700.4.v2.1	Sevir.3G167700
Sevir.3G167700.5.v2.1	Sevir.3G167700
Sevir.3G167750.1.v2.1	Sevir.3G167750
Sevir.3G167800.1.v2.1	Sevir.3G167800
Sevir.3G167900.1.v2.1	Sevir.3G167900
Sevir.3G168000.1.v2.1	Sevir.3G168000
Sevir.3G168100.1.v2.1	Sevir.3G168100
Sevir.3G168200.1.v2.1	Sevir.3G168200
Sevir.3G168200.2.v2.1	Sevir.3G168200
Sevir.3G168200.3.v2.1	Sevir.3G168200
Sevir.3G168200.4.v2.1	Sevir.3G168200
Sevir.3G168300.1.v2.1	Sevir.3G168300
Sevir.3G168400.1.v2.1	Sevir.3G168400
Sevir.3G168400.3.v2.1	Sevir.3G168400
Sevir.3G168500.1.v2.1	Sevir.3G168500
Sevir.3G168500.2.v2.1	Sevir.3G168500
Sevir.3G168600.1.v2.1	Sevir.3G168600
Sevir.3G168600.2.v2.1	Sevir.3G168600
Sevir.3G168700.1.v2.1	Sevir.3G168700
Sevir.3G168800.1.v2.1	Sevir.3G168800
Sevir.3G168900.1.v2.1	Sevir.3G168900
Sevir.3G169001.1.v2.1	Sevir.3G169001
Sevir.3G169100.1.v2.1	Sevir.3G169100
Sevir.3G169200.1.v2.1	Sevir.3G169200
Sevir.3G169300.1.v2.1	Sevir.3G169300
Sevir.3G169400.1.v2.1	Sevir.3G169400
Sevir.3G169400.2.v2.1	Sevir.3G169400
Sevir.3G169400.3.v2.1	Sevir.3G169400
Sevir.3G169500.1.v2.1	Sevir.3G169500
Sevir.3G169600.1.v2.1	Sevir.3G169600
Sevir.3G169700.1.v2.1	Sevir.3G169700
Sevir.3G169700.2.v2.1	Sevir.3G169700
Sevir.3G169700.4.v2.1	Sevir.3G169700
Sevir.3G169800.1.v2.1	Sevir.3G169800
Sevir.3G169900.1.v2.1	Sevir.3G169900
Sevir.3G169900.2.v2.1	Sevir.3G169900
Sevir.3G170000.1.v2.1	Sevir.3G170000
Sevir.3G170100.2.v2.1	Sevir.3G170100
Sevir.3G170200.1.v2.1	Sevir.3G170200
Sevir.3G170400.1.v2.1	Sevir.3G170400
Sevir.3G170500.1.v2.1	Sevir.3G170500
Sevir.3G170600.1.v2.1	Sevir.3G170600
Sevir.3G170600.3.v2.1	Sevir.3G170600
Sevir.3G170600.4.v2.1	Sevir.3G170600
Sevir.3G170600.5.v2.1	Sevir.3G170600
Sevir.3G170600.6.v2.1	Sevir.3G170600
Sevir.3G170700.1.v2.1	Sevir.3G170700
Sevir.3G170800.1.v2.1	Sevir.3G170800
Sevir.3G170900.1.v2.1	Sevir.3G170900
Sevir.3G171000.1.v2.1	Sevir.3G171000
Sevir.3G171100.1.v2.1	Sevir.3G171100
Sevir.3G171200.1.v2.1	Sevir.3G171200
Sevir.3G171300.1.v2.1	Sevir.3G171300
Sevir.3G171400.1.v2.1	Sevir.3G171400
Sevir.3G171500.1.v2.1	Sevir.3G171500
Sevir.3G171550.1.v2.1	Sevir.3G171550
Sevir.3G171600.1.v2.1	Sevir.3G171600
Sevir.3G171700.1.v2.1	Sevir.3G171700
Sevir.3G171750.1.v2.1	Sevir.3G171750
Sevir.3G171800.1.v2.1	Sevir.3G171800
Sevir.3G171900.1.v2.1	Sevir.3G171900
Sevir.3G172000.1.v2.1	Sevir.3G172000
Sevir.3G172100.1.v2.1	Sevir.3G172100
Sevir.3G172200.1.v2.1	Sevir.3G172200
Sevir.3G172300.1.v2.1	Sevir.3G172300
Sevir.3G172400.1.v2.1	Sevir.3G172400
Sevir.3G172500.1.v2.1	Sevir.3G172500
Sevir.3G172600.1.v2.1	Sevir.3G172600
Sevir.3G172700.1.v2.1	Sevir.3G172700
Sevir.3G172800.1.v2.1	Sevir.3G172800
Sevir.3G172900.1.v2.1	Sevir.3G172900
Sevir.3G173000.1.v2.1	Sevir.3G173000
Sevir.3G173100.1.v2.1	Sevir.3G173100
Sevir.3G173200.1.v2.1	Sevir.3G173200
Sevir.3G173300.1.v2.1	Sevir.3G173300
Sevir.3G173400.1.v2.1	Sevir.3G173400
Sevir.3G173500.1.v2.1	Sevir.3G173500
Sevir.3G173600.1.v2.1	Sevir.3G173600
Sevir.3G173650.1.v2.1	Sevir.3G173650
Sevir.3G173650.2.v2.1	Sevir.3G173650
Sevir.3G173700.1.v2.1	Sevir.3G173700
Sevir.3G173800.1.v2.1	Sevir.3G173800
Sevir.3G173900.2.v2.1	Sevir.3G173900
Sevir.3G174000.1.v2.1	Sevir.3G174000
Sevir.3G174100.1.v2.1	Sevir.3G174100
Sevir.3G174200.1.v2.1	Sevir.3G174200
Sevir.3G174300.1.v2.1	Sevir.3G174300
Sevir.3G174400.2.v2.1	Sevir.3G174400
Sevir.3G174501.1.v2.1	Sevir.3G174501
Sevir.3G174600.1.v2.1	Sevir.3G174600
Sevir.3G174700.1.v2.1	Sevir.3G174700
Sevir.3G174800.1.v2.1	Sevir.3G174800
Sevir.3G174901.1.v2.1	Sevir.3G174901
Sevir.3G175000.1.v2.1	Sevir.3G175000
Sevir.3G175101.1.v2.1	Sevir.3G175101
Sevir.3G175201.1.v2.1	Sevir.3G175201
Sevir.3G175300.1.v2.1	Sevir.3G175300
Sevir.3G175400.1.v2.1	Sevir.3G175400
Sevir.3G175500.1.v2.1	Sevir.3G175500
Sevir.3G175600.1.v2.1	Sevir.3G175600
Sevir.3G175700.1.v2.1	Sevir.3G175700
Sevir.3G175750.1.v2.1	Sevir.3G175750
Sevir.3G175800.1.v2.1	Sevir.3G175800
Sevir.3G175800.2.v2.1	Sevir.3G175800
Sevir.3G175900.1.v2.1	Sevir.3G175900
Sevir.3G176000.1.v2.1	Sevir.3G176000
Sevir.3G176000.2.v2.1	Sevir.3G176000
Sevir.3G176100.1.v2.1	Sevir.3G176100
Sevir.3G176200.2.v2.1	Sevir.3G176200
Sevir.3G176300.1.v2.1	Sevir.3G176300
Sevir.3G176400.1.v2.1	Sevir.3G176400
Sevir.3G176500.1.v2.1	Sevir.3G176500
Sevir.3G176600.1.v2.1	Sevir.3G176600
Sevir.3G176666.1.v2.1	Sevir.3G176666
Sevir.3G176732.1.v2.1	Sevir.3G176732
Sevir.3G176800.1.v2.1	Sevir.3G176800
Sevir.3G176900.1.v2.1	Sevir.3G176900
Sevir.3G177000.2.v2.1	Sevir.3G177000
Sevir.3G177100.1.v2.1	Sevir.3G177100
Sevir.3G177200.2.v2.1	Sevir.3G177200
Sevir.3G177200.3.v2.1	Sevir.3G177200
Sevir.3G177300.1.v2.1	Sevir.3G177300
Sevir.3G177400.1.v2.1	Sevir.3G177400
Sevir.3G177500.1.v2.1	Sevir.3G177500
Sevir.3G177600.1.v2.1	Sevir.3G177600
Sevir.3G177700.1.v2.1	Sevir.3G177700
Sevir.3G177800.1.v2.1	Sevir.3G177800
Sevir.3G177800.2.v2.1	Sevir.3G177800
Sevir.3G177900.1.v2.1	Sevir.3G177900
Sevir.3G178000.1.v2.1	Sevir.3G178000
Sevir.3G178100.12.v2.1	Sevir.3G178100
Sevir.3G178100.13.v2.1	Sevir.3G178100
Sevir.3G178100.3.v2.1	Sevir.3G178100
Sevir.3G178100.4.v2.1	Sevir.3G178100
Sevir.3G178200.1.v2.1	Sevir.3G178200
Sevir.3G178300.1.v2.1	Sevir.3G178300
Sevir.3G178300.2.v2.1	Sevir.3G178300
Sevir.3G178400.1.v2.1	Sevir.3G178400
Sevir.3G178400.2.v2.1	Sevir.3G178400
Sevir.3G178600.1.v2.1	Sevir.3G178600
Sevir.3G178600.2.v2.1	Sevir.3G178600
Sevir.3G178700.1.v2.1	Sevir.3G178700
Sevir.3G178800.1.v2.1	Sevir.3G178800
Sevir.3G178800.2.v2.1	Sevir.3G178800
Sevir.3G178800.3.v2.1	Sevir.3G178800
Sevir.3G178800.4.v2.1	Sevir.3G178800
Sevir.3G178800.5.v2.1	Sevir.3G178800
Sevir.3G178800.6.v2.1	Sevir.3G178800
Sevir.3G178900.1.v2.1	Sevir.3G178900
Sevir.3G179000.1.v2.1	Sevir.3G179000
Sevir.3G179100.1.v2.1	Sevir.3G179100
Sevir.3G179200.1.v2.1	Sevir.3G179200
Sevir.3G179300.1.v2.1	Sevir.3G179300
Sevir.3G179400.1.v2.1	Sevir.3G179400
Sevir.3G179500.1.v2.1	Sevir.3G179500
Sevir.3G179500.2.v2.1	Sevir.3G179500
Sevir.3G179500.3.v2.1	Sevir.3G179500
Sevir.3G179600.1.v2.1	Sevir.3G179600
Sevir.3G179700.1.v2.1	Sevir.3G179700
Sevir.3G179800.1.v2.1	Sevir.3G179800
Sevir.3G179800.2.v2.1	Sevir.3G179800
Sevir.3G179900.1.v2.1	Sevir.3G179900
Sevir.3G180000.1.v2.1	Sevir.3G180000
Sevir.3G180100.1.v2.1	Sevir.3G180100
Sevir.3G180200.1.v2.1	Sevir.3G180200
Sevir.3G180200.2.v2.1	Sevir.3G180200
Sevir.3G180200.3.v2.1	Sevir.3G180200
Sevir.3G180200.4.v2.1	Sevir.3G180200
Sevir.3G180300.1.v2.1	Sevir.3G180300
Sevir.3G180400.5.v2.1	Sevir.3G180400
Sevir.3G180400.6.v2.1	Sevir.3G180400
Sevir.3G180450.1.v2.1	Sevir.3G180450
Sevir.3G180500.1.v2.1	Sevir.3G180500
Sevir.3G180600.1.v2.1	Sevir.3G180600
Sevir.3G180600.2.v2.1	Sevir.3G180600
Sevir.3G180600.3.v2.1	Sevir.3G180600
Sevir.3G180600.4.v2.1	Sevir.3G180600
Sevir.3G180700.1.v2.1	Sevir.3G180700
Sevir.3G180800.1.v2.1	Sevir.3G180800
Sevir.3G180900.1.v2.1	Sevir.3G180900
Sevir.3G181000.1.v2.1	Sevir.3G181000
Sevir.3G181100.1.v2.1	Sevir.3G181100
Sevir.3G181200.1.v2.1	Sevir.3G181200
Sevir.3G181200.2.v2.1	Sevir.3G181200
Sevir.3G181300.1.v2.1	Sevir.3G181300
Sevir.3G181400.1.v2.1	Sevir.3G181400
Sevir.3G181500.1.v2.1	Sevir.3G181500
Sevir.3G181600.1.v2.1	Sevir.3G181600
Sevir.3G181700.1.v2.1	Sevir.3G181700
Sevir.3G181750.1.v2.1	Sevir.3G181750
Sevir.3G181800.1.v2.1	Sevir.3G181800
Sevir.3G181900.1.v2.1	Sevir.3G181900
Sevir.3G182000.1.v2.1	Sevir.3G182000
Sevir.3G182100.1.v2.1	Sevir.3G182100
Sevir.3G182201.1.v2.1	Sevir.3G182201
Sevir.3G182300.1.v2.1	Sevir.3G182300
Sevir.3G182400.1.v2.1	Sevir.3G182400
Sevir.3G182500.1.v2.1	Sevir.3G182500
Sevir.3G182600.1.v2.1	Sevir.3G182600
Sevir.3G182700.1.v2.1	Sevir.3G182700
Sevir.3G182801.1.v2.1	Sevir.3G182801
Sevir.3G182900.1.v2.1	Sevir.3G182900
Sevir.3G183000.1.v2.1	Sevir.3G183000
Sevir.3G183100.1.v2.1	Sevir.3G183100
Sevir.3G183200.1.v2.1	Sevir.3G183200
Sevir.3G183300.1.v2.1	Sevir.3G183300
Sevir.3G183400.1.v2.1	Sevir.3G183400
Sevir.3G183400.2.v2.1	Sevir.3G183400
Sevir.3G183500.1.v2.1	Sevir.3G183500
Sevir.3G183600.1.v2.1	Sevir.3G183600
Sevir.3G183700.1.v2.1	Sevir.3G183700
Sevir.3G183800.1.v2.1	Sevir.3G183800
Sevir.3G183901.1.v2.1	Sevir.3G183901
Sevir.3G183901.2.v2.1	Sevir.3G183901
Sevir.3G183901.3.v2.1	Sevir.3G183901
Sevir.3G184000.1.v2.1	Sevir.3G184000
Sevir.3G184100.1.v2.1	Sevir.3G184100
Sevir.3G184200.1.v2.1	Sevir.3G184200
Sevir.3G184301.1.v2.1	Sevir.3G184301
Sevir.3G184400.1.v2.1	Sevir.3G184400
Sevir.3G184500.1.v2.1	Sevir.3G184500
Sevir.3G184600.1.v2.1	Sevir.3G184600
Sevir.3G184700.1.v2.1	Sevir.3G184700
Sevir.3G184800.1.v2.1	Sevir.3G184800
Sevir.3G184900.1.v2.1	Sevir.3G184900
Sevir.3G185000.1.v2.1	Sevir.3G185000
Sevir.3G185000.2.v2.1	Sevir.3G185000
Sevir.3G185100.1.v2.1	Sevir.3G185100
Sevir.3G185200.1.v2.1	Sevir.3G185200
Sevir.3G185200.2.v2.1	Sevir.3G185200
Sevir.3G185300.1.v2.1	Sevir.3G185300
Sevir.3G185400.1.v2.1	Sevir.3G185400
Sevir.3G185400.2.v2.1	Sevir.3G185400
Sevir.3G185500.1.v2.1	Sevir.3G185500
Sevir.3G185600.1.v2.1	Sevir.3G185600
Sevir.3G185700.1.v2.1	Sevir.3G185700
Sevir.3G185800.1.v2.1	Sevir.3G185800
Sevir.3G185900.1.v2.1	Sevir.3G185900
Sevir.3G185900.2.v2.1	Sevir.3G185900
Sevir.3G185900.3.v2.1	Sevir.3G185900
Sevir.3G185900.4.v2.1	Sevir.3G185900
Sevir.3G185900.5.v2.1	Sevir.3G185900
Sevir.3G185900.6.v2.1	Sevir.3G185900
Sevir.3G186000.1.v2.1	Sevir.3G186000
Sevir.3G186100.1.v2.1	Sevir.3G186100
Sevir.3G186200.1.v2.1	Sevir.3G186200
Sevir.3G186300.2.v2.1	Sevir.3G186300
Sevir.3G186300.3.v2.1	Sevir.3G186300
Sevir.3G186300.4.v2.1	Sevir.3G186300
Sevir.3G186300.5.v2.1	Sevir.3G186300
Sevir.3G186400.1.v2.1	Sevir.3G186400
Sevir.3G186500.1.v2.1	Sevir.3G186500
Sevir.3G186600.1.v2.1	Sevir.3G186600
Sevir.3G186700.1.v2.1	Sevir.3G186700
Sevir.3G186800.2.v2.1	Sevir.3G186800
Sevir.3G186800.3.v2.1	Sevir.3G186800
Sevir.3G186900.1.v2.1	Sevir.3G186900
Sevir.3G187000.3.v2.1	Sevir.3G187000
Sevir.3G187100.1.v2.1	Sevir.3G187100
Sevir.3G187200.1.v2.1	Sevir.3G187200
Sevir.3G187300.2.v2.1	Sevir.3G187300
Sevir.3G187400.1.v2.1	Sevir.3G187400
Sevir.3G187500.1.v2.1	Sevir.3G187500
Sevir.3G187600.1.v2.1	Sevir.3G187600
Sevir.3G187700.1.v2.1	Sevir.3G187700
Sevir.3G187700.2.v2.1	Sevir.3G187700
Sevir.3G187700.3.v2.1	Sevir.3G187700
Sevir.3G187700.4.v2.1	Sevir.3G187700
Sevir.3G187800.1.v2.1	Sevir.3G187800
Sevir.3G187900.1.v2.1	Sevir.3G187900
Sevir.3G188000.1.v2.1	Sevir.3G188000
Sevir.3G188100.1.v2.1	Sevir.3G188100
Sevir.3G188200.1.v2.1	Sevir.3G188200
Sevir.3G188301.1.v2.1	Sevir.3G188301
Sevir.3G188400.1.v2.1	Sevir.3G188400
Sevir.3G188500.1.v2.1	Sevir.3G188500
Sevir.3G188500.2.v2.1	Sevir.3G188500
Sevir.3G188500.4.v2.1	Sevir.3G188500
Sevir.3G188600.1.v2.1	Sevir.3G188600
Sevir.3G188701.1.v2.1	Sevir.3G188701
Sevir.3G188801.1.v2.1	Sevir.3G188801
Sevir.3G188900.1.v2.1	Sevir.3G188900
Sevir.3G189000.1.v2.1	Sevir.3G189000
Sevir.3G189000.3.v2.1	Sevir.3G189000
Sevir.3G189000.4.v2.1	Sevir.3G189000
Sevir.3G189000.5.v2.1	Sevir.3G189000
Sevir.3G189000.6.v2.1	Sevir.3G189000
Sevir.3G189100.1.v2.1	Sevir.3G189100
Sevir.3G189200.1.v2.1	Sevir.3G189200
Sevir.3G189300.1.v2.1	Sevir.3G189300
Sevir.3G189400.1.v2.1	Sevir.3G189400
Sevir.3G189500.1.v2.1	Sevir.3G189500
Sevir.3G189600.1.v2.1	Sevir.3G189600
Sevir.3G189700.1.v2.1	Sevir.3G189700
Sevir.3G189800.1.v2.1	Sevir.3G189800
Sevir.3G189900.1.v2.1	Sevir.3G189900
Sevir.3G189900.2.v2.1	Sevir.3G189900
Sevir.3G189900.3.v2.1	Sevir.3G189900
Sevir.3G189900.4.v2.1	Sevir.3G189900
Sevir.3G190000.1.v2.1	Sevir.3G190000
Sevir.3G190100.1.v2.1	Sevir.3G190100
Sevir.3G190200.2.v2.1	Sevir.3G190200
Sevir.3G190250.1.v2.1	Sevir.3G190250
Sevir.3G190300.1.v2.1	Sevir.3G190300
Sevir.3G190400.1.v2.1	Sevir.3G190400
Sevir.3G190500.1.v2.1	Sevir.3G190500
Sevir.3G190600.1.v2.1	Sevir.3G190600
Sevir.3G190700.1.v2.1	Sevir.3G190700
Sevir.3G190800.1.v2.1	Sevir.3G190800
Sevir.3G190900.1.v2.1	Sevir.3G190900
Sevir.3G191000.1.v2.1	Sevir.3G191000
Sevir.3G191100.1.v2.1	Sevir.3G191100
Sevir.3G191100.2.v2.1	Sevir.3G191100
Sevir.3G191200.1.v2.1	Sevir.3G191200
Sevir.3G191300.2.v2.1	Sevir.3G191300
Sevir.3G191400.1.v2.1	Sevir.3G191400
